Name,Number,website,Email 1,Email 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Łódź II,+48 74 620 90 39,https://www.prologislodz2.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spilnodiia Fulfillment,,https://spilnodiia.eu/,fulfillment@spilnodiia.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANGOWSKI LOGISTICS (CFS) MAGAZYN ŁÓDŹ,+48 795 586 455,https://langowski.eu/uslugi/logistyka-magazynowa/magazyn-lodz/,info@langowski.eu,magazyny@langowski.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Łódź Chocianowice,+48 690 000 225,https://www.hillwood.pl/,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Uniq Logistic - Magazyn Łódź ""Olechowska""",+48 733 733 005,https://uniqlogistic.pl/,biuro@uniqlogistic.pl,ksiegowosc@uniqlogistic.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPUFLOOR Warehouse,+48 508 306 716,http://www.epufloor.pl/,info@epufloor.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wronia Park Magazynowy A&A Holding,+48 727 727 747,https://www.nieruchomosci.aia.pl/najem-dzierzawa-dzialka-28ha-ul-wronia-lodz/,biuro@aia.pl,m.bartosiewicz@aia.pl,sekretariat@aia.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARO Logistics,+48 42 659 95 14,http://www.arologistics.pl/,biuro@arologistics.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stockage Avenue - Magazyn samoobsługowy, magazyn, self storage",+48 784 101 070,http://stockage-avenue.pl/,stockageavenue@gtpolska.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Łódź III,+48 74 720 90 39,https://www.prologislodz3.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M/S Factory,+48 608 090 357,https://www.nieruchomosci.aia.pl/nasze-nieruchomosci/ms-factory,biuro@aia.pl,sekretariat@aia.pl,t.migdalski@aia.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJW sp. z o.o.,+48 690 633 285,http://njwspzoo.pl/,biuro@njwspzoo.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Stryków,+48 690 000 225,https://www.hillwood.pl/?utm_source=google&utm_medium=gmf_hillwood_strykow,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Rawa Mazowiecka,+48 690 000 225,https://www.hillwood.pl/?utm_source=google&utm_medium=gmf_hillwood_rawa_mazowiecka,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaaJ Group - HUB Centrum,+48 512 615 341,https://www.hubcentrum.com/%20%20%20https://kaaj-group.com/,info@hubcentrum.com,moversflow@mail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLP Łódź III,,https://eu.glp.com/property/lodz-iii-logistics-centre-3/,Marq-Logo-primary@2x.webp,eu-marketing@glp.com,pzeromski@marqlogistics.com,ravi@blueflamingo.solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlone-magazyn-transport-przeladunki - Rentpol wynajem powierzchni magazynowej Lodz ul.Sw. Teresy 111,+48 796 676 006,https://atlone.pl/,pawel.kalman@atlone.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Zgierz I,+48 690 000 225,https://www.hillwood.pl/?utm_source=google&utm_medium=gmf_hillwood_zgierz_I,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magazyny Łódź,+48 663 001 113,http://magazynylodz.pl/,sekretariat@galaktyka.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magazyny,+48 22 111 00 01,https://www.katmagazyn.pl/magazyny/do-wynajecia/slask/,kontakt@katmagazyn.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGRO Logistics Park Łódź,+48 61 627 01 00,http://www.segro.com/pl,coventry.reception@segro.com,czechrepublic@segro.com,france@segro.com,germany@segro.com,infoitaly@segro.com,katowice@SEGRO.com,london.reception@SEGRO.com,london.reception@segro.com,poland@SEGRO.com,spain@SEGRO.com,stehelpdesk@segro.com,thenetherlands@SEGRO.com,warsaw@SEGRO.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less Mess Kryspinów - Magazyny Self Storage Kraków,+48 12 292 96 51,https://www.lessmess.storage/self-storage-krakow/,bemowo@lessmess.pl,czekoladowa@lessmess.pl,dabrowskiego@lessmess.pl,dejvice@lessmess.cz,holesovice@lessmess.cz,jasien@lessmess.pl,kowale@lessmess.pl,krakowska@lessmess.pl,kryspinow@lessmess.pl,modlinska@lessmess.pl,modlniczka@lessmess.pl,ostrowska@lessmess.pl,pankrac@lessmess.cz,pelczynska@lessmess.pl,poleczki@lessmess.pl,rumia@lessmess.pl,siekierkowska@lessmess.pl,torunska@lessmess.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmsteel Magazyn 2,,http://www.hmsteel.pl/,info@hmsteel.pl,kontakt@hmsteel.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magazyn logistyczny THALE Sp. z o. o. Sp. k. (właściciel marki NICZUK),+48 12 658 68 80,https://niczuk.pl/,formularz@niczuk.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mały Magazyn - kontenery magazynowe selfstorage,+48 609 565 292,http://www.malymagazyn.pl/,michal.gurgul.prv@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTIC - magazyn Skotnicka,+48 12 260 82 20,http://attic.pl/,attic@psbprofi.com.pl,doradcy@attic.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magazyn Mix-Meble,+48 604 131 362,http://www.fthmerc.pl/,info@fthmerc.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newmor Polska Sp. z o.o. Magazyn,+48 12 656 72 60,http://www.newmor.pl/,biuro@newmor.pl,gdansk@newmor.pl,oferty@newmor.pl,warszawa@newmor.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eurocash kraków,+48 32 661 03 30,https://dystrybucja.grupaeurocash.pl/,cok@eurocash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factory Park Fabryczna,+48 666 581 333,http://factorypark.pl/,karolina@robins.com.pl,kontakt@factorypark.pl,monika@robins.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Warsaw -Żerań,+48 22 218 36 00,https://www.prologiszeran.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prologis Park Błonie,+48 22 218 36 00,https://www.prologisblonie.com/,marketing-eu@prologis.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenyard Logistics Poland Sp. o.o.,+48 46 858 11 00,https://www.greenyardlogistics.pl/,Igor.Nowaczyk@greenyardlogistics.pl,przewoznicy@greenyardlogistics.pl,sales@greenyardlogistics.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrum logistyczne Hillwood Łazy,+48 690 000 225,https://www.hillwood.pl/nieruchomosci/hillwood-lazy/,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William's Manufacturing Poland - Magazyn,+48 798 346 051,https://www.richmont.pl/,kontakt@w-natural.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANGOWSKI LOGISTICS (CFS) MAGAZYN WARSZAWA - PRUSZKÓW,+48 795 586 455,https://warehouses.langowski.eu/logistyka-magazynowa/magazyn-warszawa-pruszkow/,magazyn.warszawa@langowski.eu,magazyny@langowski.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Grodzisk Mazowiecki,+48 690 000 225,https://www.hillwood.pl/nieruchomosci/hillwood-grodzisk-mazowiecki/,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLP Warsaw VI Logistics Centre,,https://eu.glp.com/property/warsaw-vi-logistics-centre/,Marq-Logo-primary@2x.webp,eu-marketing@glp.com,mgorska-wojtas@marqlogistics.com,ravi@blueflamingo.solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood,+48 690 000 225,https://www.hillwood.pl/?utm_source=google&utm_medium=gmf_hillwood_blonie,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhenus Warehousing Solutions,+48 22 463 95 00,https://www.rhenus.group/rhenus-group/about-us/warehousing-solutions/,Cheminfo-IE@rhenus.com,Info.accounting@nl.rhenus.com,Info.ros@nl.rhenus.com,Rate-IE@rhenus.com,Sales.IEDUB@eu.rhenus.com,Sales.Ireland@rhenus.com,air.ocean@br.rhenus.com,airocean.italy@eu.rhenus.com,airsales.bebru@rhenus.com,airsales.belgg@eu.rhenus.com,akten.ros@at.rhenus.com,antwerpen@cfnr.fr,automotive@de.rhenus.com,boleslawiec@pl.rhenus.com,bradfordsales@uk.rhenus.com,cannock@uk.rhenus.com,centralita.mad@es.rhenus.com,chartering-RS@rhenus.com,chartering.rds@rhenus.com,chartering@at.rhenus.com,concierge-belgium@be.rhenus.com,contact-uk@uk.rhenus.com,contact.jp@rhenus.com,contact@nl.rhenus.com,contact@ua.rhenus.com,donauhafen@at.rhenus.com,enquiriescorby@uk.rhenus.com,freightlogistics@at.rhenus.com,freightlogistics@cz.rhenus.com,freightlogistics@de.rhenus.com,freightlogistics@es.rhenus.com,freightlogistics@fr.rhenus.com,freightlogistics@it.rhenus.com,freightlogistics@kz.rhenus.com,freightlogistics@lt.rhenus.com,freightlogistics@lv.rhenus.com,freightlogistics@ma.rhenus.com,freightlogistics@pt.rhenus.com,gdansk@pl.rhenus.com,gliwice@pl.rhenus.com,hd-service@de.rhenus.com,hd.gdansk@pl.rhenus.com,hd.lodz@pl.rhenus.com,hd.szczecin@pl.rhenus.com,hd.warszawa@pl.rhenus.com,hd.wroclaw@pl.rhenus.com,heathrow@uk.rhenus.com,hhd.lodz@pl.rhenus.com,hightech@de.rhenus.com,homedelivery@pl.rhenus.com,info.NL@rhenus.com,info.airoceanbelgium@eu.rhenus.com,info.assetsandservices@nl.rhenus.com,info.data-office@de.rhenus.com,info.packaging@eu.rhenus.com,info.rl@ch.rhenus.com,info.rml@de.rhenus.com,info.rms@de.rhenus.com,info.road@nl.rhenus.com,info.ros@de.rhenus.com,info.ros@nl.rhenus.com,info@aviasecure.ch,info@be.rhenus.com,info@ch.rhenus.com,info@cuxport.de,info@de.rhenus.com,info@dockx-rhenus.be,info@id.rhenus.com,info@loxx.de,info@nz.rhenus.com,info@ph.rhenus.com,info@rhenus-data.pl,info@rhenusgottardoruffoni.ch,info@sg.rhenus.com,info@si.rhenus.com,info@th.rhenus.com,info@tw.rhenus.com,info@wijnands-bulk-care.be,information@fr.rhenus.com,information@luxport.lu,kontakt@ekoakta.pl,krakow@pl.rhenus.com,kundenservice.augsburg@de.rhenus.com,kundenservice.hamburg@de.rhenus.com,kundenservice.krefeld@de.rhenus.com,lublin@pl.rhenus.com,malaszewicze@pl.rhenus.com,northeast@uk.rhenus.com,rfl@pl.rhenus.com,rhenus.logistics@pl.rhenus.com,rhenus@sk.rhenus.com,risala@kz.rhenus.com,rissha@cn.rhenus.com,rla@at.rhenus.com,sales-nl@rhenus.com,sales.fresh.nlaam@rhenus.com,sales.fresh.nlspl@rhenus.com,sales.ireland@eu.rheus.com,salesws@rhenus.com,silo@de.rhenus.com,silo@rhenus.com,szczecin@pl.rhenus.com,vladyslav.bogomazov@eu.rhenus.com,warehousing.solutions@de.rhenus.com,webinfo@weserport.de,ws.info@nl.rhenus.com,ws.polska@pl.rhenus.com,ws.polska@rhenus.com
The Space Magazyn Paletowy Ołtarzew,+48 574 501 562,http://www.thespace.com.pl/,office@thespace.com.pl,rental@thespace.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillwood Janki II,+48 690 000 225,https://www.hillwood.pl/?utm_source=google&utm_medium=gmf_hillwood_janki_ii,poland@hillwood.com,poland@hillwood.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Komtur Polska Sp. z o. o. Magazyn/Warehouse,+48 22 566 26 00,http://www.komtur.com/,accounting@komtur.com,ct-freiburg@komtur.com,ct@komtur.com,info.africa@komtur.com,info.asia@komtur.com,info.berlin@komtur.com,info.bulgaria@komtur.com,info.czech@komtur.com,info.france@komtur.com,info.freiburg@komtur.com,info.greece@komtur.com,info.hungary@komtur.com,info.iberia@komtur.com,info.italy@komtur.com,info.middleeast@komtur.com,info.northamerica@komtur.com,info.polska@komtur.com,info.romania@komtur.com,info.slovakia@komtur.com,info.southamerica@komtur.com,info.swiss@komtur.com,info.uk@komtur.com,invoicing.team@komtur.com,ksiegowosc@komtur.com,logistics@komtur.com,logistyka@komtur.com,marketing@komtur.com,naleznosci@komtur.com,quality@komtur.com,recherche.import@komtur.com,reklamacje@komtur.com,transportation@komtur.com,zamowienia@komtur.com,zp@komtur.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MW Logistics | Usługi Logistyczne | Fulfillment,+48 608 204 134,https://www.mwlogistics.eu/,info@deltimamw.pl,jan.kowalski@example.com,jan.kujawa@deltimamw.pl,magazyn.warka@deltimamw.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meble Forte magazyn,+48 883 843 134,https://www.forte.com.pl/,forte@forte.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAAT4 Magazyn,,https://www.maat4.pl/,maat4@maat4.pl,serwis24@maat4.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocash Dystrybucja,+48 516 010 615,https://dystrybucja.grupaeurocash.pl/,cok@eurocash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTPark Opole,+48 696 870 000,https://www.ctp.eu/ctpark-opole/,marketing.pl@ctp.eu,piotr.merta@ctp.eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opolgraf - Magazyn- Warehouse,+48 77 454 52 44,https://opolgraf.com.pl/,administracja@opolgraf.com.pl,anna.suchan@opolgraf.com.pl,anna.wnuk@opolgraf.com.pl,biuro@opolgraf.com.pl,ctp@opolgraf.com.pl,dominika.niesluchowska@opolgraf.com.pl,ekspedycja@opolgraf.com.pl,jakosc@opolgraf.com.pl,joanna.koziol@opolgraf.com.pl,justyna.palka@opolgraf.com.pl,karolina.nowak@opolgraf.com.pl,katarzyna.zajac@opolgraf.com.pl,krystian.lobacz@opolgraf.com.pl,krystyna.gumowska@opolgraf.com.pl,mazurkiewicz@opolgraf.com.pl,piotr.figiel@opolgraf.com.pl,piotr.gwizdzil@opolgraf.com.pl,pr@opolgraf.com.pl,wioleta.zachaczewska@opolgraf.com.pl,zaopatrzenie@opolgraf.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opole Logistic Center Sp. o.o.,+48 77 401 90 04,http://www.ocl.com.pl/,biuro@ocl.com.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Box - Twoja przestrzeń magazynowa,+48 668 383 899,https://safe-box.pl/,kontakt@safe-box.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schowek Na Wynajem - Magazyn samoobsługowy Opole, Skrytki na wynajem Opole",+48 665 661 061,https://schoweknawynajem.pl/,Bok@schoweknawynajem.pl,bok@schoweknawynajem.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deufol Polska Opole,+49 1516 4579331,http://www.deufol.com/,info@deufol.com,kontakt@deufol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocash Dystrybucja,+48 32 661 03 30,https://dystrybucja.eurocash.pl/,cok@eurocash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocash Dystrybucja,,http://dystrybucja.eurocash.pl/,cok@eurocash.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piomar Sp. z o.o. - Transport i Logistyka,+48 77 400 88 00,http://www.piomar.pl/,magazyn@piomar.pl,opole.magazyn@piomar.pl,park3.opole@piomar.pl,piomar@piomar.pl,rogow.magazyn@piomar.pl,warsztat@piomar.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurtownia Chemii Gospodarczej Higiena Kompleks,+48 600 469 776,http://www.hurtowniasrodkowczystosci.pl/,p.haczkiewicz@higma-service.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPP Logistics – Magazyn E-commerce Podkarpacie,,https://www.lpplogistics.com/,kontakt@lpplogistics.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waimea Logistic Park Korczowa Młyny 115,,http://www.waimeaholding.pl/,biuro@waimeaholding.pl,progala@waimeaholding.pl,scichocki@waimeaholding.pl,tciesielski@waimeaholding.pl,wynajem@waimeaholding.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL Invest Park Rzeszów Centrum Logistyczne,+48 32 661 98 17,https://dlmagazyny.pl/,kontakt@dlmagazyny.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB Fulfillment,+48 602 453 946,https://jbfulfillment.pl/,biuro@jbfulfillment.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkon International MAGAZYN,+48 727 412 777,http://www.falkoninternational.pl/,info@falkondt.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magazyn Cerbex,+48 13 424 20 30,http://cerbex.pl/,cerbex@cerbex.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCube Rzeszów Airport,,https://www.lcube.pl/,BIURO@LCUBE.PL,biuro@lcube.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
